id,first_name,player_name,dateofbirth,gender,batting_hand,bowling_type,role,country_id,country,image,Test,ODI,T20,ipl_team,retired,player_image
53,Rishabh,Rishabh Pant,04-10-1997,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,33,30,66,LSG,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Rishabh_Pant.jpg/500px-Rishabh_Pant.jpg
54,Ravichandran,Ravichandran Ashwin,17-09-1986,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,106,116,65,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/The_Minister_of_State_for_Youth_Affairs_and_Sports_%28Independent_Charge%29%2C_Shri_Sarbananda_Sonowal_conferring_the_Arjuna_Award_on_cricketer_Ravichandran_Ashwin%2C_in_New_Delhi_on_July_31%2C_2015_cropped.jpg/500px-thumbnail.jpg
55,Ravindra,Ravindra Jadeja,06-12-1988,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,89,210,74,CSK,n,https://upload.wikimedia.org/wikipedia/commons/2/2c/PM_Shri_Narendra_Modi_with_Ravindra_Jadeja_%28Cropped%29.jpg
56,Kuldeep,Kuldeep Yadav,14-12-1994,m,left-hand-bat,left-arm-chinaman,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,17,120,50,DC,n,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Kuldeep_Yadav_in_PMO_New_Delhi.jpg/500px-Kuldeep_Yadav_in_PMO_New_Delhi.jpg
57,Mohammed,Mohammed Shami,03-09-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,64,101,23,SRH,n,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Mohammed_Shami_Arjuna_Award_%28cropped%29.jpg/500px-Mohammed_Shami_Arjuna_Award_%28cropped%29.jpg
58,Umesh,Umesh Yadav,25-10-1987,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,57,75,9,GT,n,https://upload.wikimedia.org/wikipedia/commons/9/9e/Umesh_Yadav.jpg
59,Mohammed,Mohammed Siraj,13-03-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,22,41,10,GT,n,https://upload.wikimedia.org/wikipedia/commons/d/da/Prime_Minister_Of_Bharat_Shri_Narendra_Damodardas_Modi_with_Mohammad_Siraj_%28cropped%29.jpg
60,Yashasvi,Yashasvi Jaiswal,28-12-2001,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,,26,1,23,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Yashasvi_Jaiswal_in_PMO_New_Delhi.jpg/500px-Yashasvi_Jaiswal_in_PMO_New_Delhi.jpg
61,Shardul,Shardul Thakur,16-10-1991,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,13,47,25,LSG,n,
273,Yuzvendra,Yuzvendra Chahal,23-07-1990,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,72,80,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Yuzvendra_Chahal_in_PMO_New_Delhi.jpg/500px-Yuzvendra_Chahal_in_PMO_New_Delhi.jpg
274,Mahendra Singh,Mahendra Singh Dhoni,07-07-1981,m,right-hand-bat,right-arm-fast,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,90,350,98,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/MS_Dhoni_%28Prabhav_%2723_-_RiGI_2023%29.jpg/500px-MS_Dhoni_%28Prabhav_%2723_-_RiGI_2023%29.jpg
275,Dinesh,Dinesh Karthik,01-06-1985,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,26,94,60,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Dinesh.Karthik.jpg/500px-Dinesh.Karthik.jpg
276,Manish,Manish Pandey,10-09-1989,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,29,39,KKR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Manish_Pandey_%283%29.jpg/500px-Manish_Pandey_%283%29.jpg
277,Suresh,Suresh Raina,27-11-1986,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,18,226,78,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Suresh_Raina_grace_the_%27Salaam_Sachin%27_conclave.jpg/500px-Suresh_Raina_grace_the_%27Salaam_Sachin%27_conclave.jpg
278,Rohit,Rohit Sharma,30-04-1987,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,67,282,159,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Prime_Minister_Of_Bharat_Shri_Narendra_Damodardas_Modi_with_Shri_Rohit_Gurunath_Sharma_%28Cropped%29.jpg/500px-Prime_Minister_Of_Bharat_Shri_Narendra_Damodardas_Modi_with_Shri_Rohit_Gurunath_Sharma_%28Cropped%29.jpg
279,Deepak,Deepak Chahar,07-08-1992,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,13,25,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Deepak_Chahar.jpg/500px-Deepak_Chahar.jpg
280,Bhuvneshwar,Bhuvneshwar Kumar,05-02-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,21,121,87,RCB,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bhuvneshwar_kumar_With_Rashid_Zirak_%28Bhuvneshwar_Kumar_cropped%29.jpg/500px-Bhuvneshwar_kumar_With_Rashid_Zirak_%28Bhuvneshwar_Kumar_cropped%29.jpg
281,Hardik,Hardik Pandya,11-10-1993,m,right-hand-bat,right-arm-fast,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,11,94,125,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Hardik_Pandya_in_PMO_New_Delhi.jpg/500px-Hardik_Pandya_in_PMO_New_Delhi.jpg
282,Ambati,Ambati Rayudu,23-09-1985,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,55,6,CSK,y,https://upload.wikimedia.org/wikipedia/commons/5/51/Ambati_Rayudu.jpg
283,Murali,Murali Vijay,01-04-1984,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,61,17,9,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Murali_Vijay_1_%28cropped%29.jpg/500px-Murali_Vijay_1_%28cropped%29.jpg
284,Jasprit,Jasprit Bumrah,06-12-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,52,89,84,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jasprit_Bumrah_in_PMO_New_Delhi.jpg/500px-Jasprit_Bumrah_in_PMO_New_Delhi.jpg
285,Shikhar,Shikhar Dhawan,05-12-1985,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,34,167,68,PBKS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/SHIKHAR_DHAWAN_%2816005494418%29.jpg/500px-SHIKHAR_DHAWAN_%2816005494418%29.jpg
286,Kedar,Kedar Jadhav,26-03-1985,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,73,9,RCB,y,
288,Ishant,Ishant Sharma,02-09-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,105,80,14,GT,y,https://upload.wikimedia.org/wikipedia/commons/0/06/Ishant_Sharma_4.jpg
322,Khaleel,Khaleel Ahmed,05-12-1997,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,11,18,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/2_29_Khaleel_mugshot.jpg/500px-2_29_Khaleel_mugshot.jpg
815,Axar,Axar Patel,20-01-1994,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,15,71,86,DC,n,https://upload.wikimedia.org/wikipedia/commons/a/ad/Axar_Patel_in_PMO_New_Delhi.jpg
869,Siddarth,Siddarth Kaul,19-05-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,3,3,RCB,y,
1724,Rahul,Rahul Dravid,11-01-1973,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,164,344,1,RR,y,https://upload.wikimedia.org/wikipedia/commons/1/17/Rahul_Dravid_in_2024.jpg
1727,Yuvraj,Yuvraj Singh,12-12-1981,m,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,304,58,MI,y,https://upload.wikimedia.org/wikipedia/commons/8/81/Yuvraj_Singh_appointed_as_Ulysse_Nardin_watch_brand_ambassador.jpeg
1730,Ajit,Ajit Agarkar,04-12-1977,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,26,191,4,MI,y,https://upload.wikimedia.org/wikipedia/commons/7/74/AjitAgarkar.jpg
1733,Sourav,Sourav Ganguly,08-07-1972,m,left-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,113,311,0,PWI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Sourav_Ganguly_%28late_2010s%29.jpg/500px-Sourav_Ganguly_%28late_2010s%29.jpg
1736,Harbhajan,Harbhajan Singh,03-07-1980,m,right-hand-bat,right-arm-offbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,103,236,28,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Shri_Harbhajan_Singh_2015.jpg/500px-Shri_Harbhajan_Singh_2015.jpg
1739,Zaheer,Zaheer Khan,07-10-1978,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,92,200,17,DD,y,https://upload.wikimedia.org/wikipedia/commons/2/27/Zaheer_Khan_at_the_CPAA_show_2018_%28cropped%29.jpg
1742,Anil,Anil Kumble,17-10-1970,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,132,271,0,RCB,y,https://upload.wikimedia.org/wikipedia/commons/d/de/Anil_Kumble_%281%29.jpg
1745,Munaf,Munaf Patel,12-07-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,13,70,3,GL,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Munaf_Patel_2.jpg/500px-Munaf_Patel_2.jpg
1748,Irfan,Irfan Pathan,27-10-1984,m,left-hand-bat,left-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,29,120,24,GL,y,https://upload.wikimedia.org/wikipedia/commons/7/7f/Irfan_Pathan72.jpg
1751,Virender,Virender Sehwag,20-10-1978,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,104,251,19,KXIP,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Virender_Sehwag_at_the_NDTV_Marks_for_Sports_event_13.jpg/500px-Virender_Sehwag_at_the_NDTV_Marks_for_Sports_event_13.jpg
1754,Shanthakumaran,Shanthakumaran Sreesanth,06-02-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,27,53,10,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Sreesanth_1.jpg/500px-Sreesanth_1.jpg
1757,Sachin,Sachin Tendulkar,24-04-1973,m,right-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,200,463,1,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/The_cricket_legend_Sachin_Tendulkar_at_the_Oval_Maidan_in_Mumbai_During_the_Duke_and_Duchess_of_Cambridge_Visit%2826271019082%29.jpg/500px-The_cricket_legend_Sachin_Tendulkar_at_the_Oval_Maidan_in_Mumbai_During_the_Duke_and_Duchess_of_Cambridge_Visit%2826271019082%29.jpg
1760,Robin,Robin Uthappa,11-11-1985,m,right-hand-bat,right-arm-fast,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,46,13,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Robin_Uthappa_1.jpg/500px-Robin_Uthappa_1.jpg
2267,Gautam,Gautam Gambhir,14-10-1981,m,left-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,58,147,37,DD,y,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Padma_Shri_Gautam_Gambhir_%28cropped%29.jpg/500px-Padma_Shri_Gautam_Gambhir_%28cropped%29.jpg
2270,Yusuf,Yusuf Pathan,17-11-1982,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,57,22,SRH,y,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yusuf_Pathan.jpg/500px-Yusuf_Pathan.jpg
2273,Ashish,Ashish Nehra,29-04-1979,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,17,120,27,SRH,y,https://upload.wikimedia.org/wikipedia/commons/3/3f/Ashish_Nehra_%286160488612%29_%28cropped%29.jpg
2279,Piyush,Piyush Chawla,24-12-1988,m,left-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,3,25,7,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Piyush_Chawla_2019.jpg/500px-Piyush_Chawla_2019.jpg
2345,Stuart,Stuart Binny,03-06-1984,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,14,3,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Stuart_Binny_%282019%29.jpg/500px-Stuart_Binny_%282019%29.jpg
2348,Mohit,Mohit Sharma,18-09-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,26,8,DC,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Maj._Mohit_Sharma_%281_Para_SF%29_%28cropped%29.jpg/500px-Maj._Mohit_Sharma_%281_Para_SF%29_%28cropped%29.jpg
2669,Varun,Varun Aaron,29-10-1989,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,9,9,0,GT,y,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Varun_Aaron.jpg/500px-Varun_Aaron.jpg
2672,Amit,Amit Mishra,24-11-1982,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,42,15,LSG,y,https://upload.wikimedia.org/wikipedia/commons/7/73/Amit_Mishra.jpg
2687,Krunal,Krunal Pandya,24-03-1991,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,5,19,RCB,n,https://upload.wikimedia.org/wikipedia/commons/b/b3/Krunal_Pandya_and_Hardik_Pandya_%28cropped%29_%28cropped%29.jpg
2693,Lakshmipathy,Lakshmipathy Balaji,27-09-1981,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,8,30,5,KXIP,y,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Shubek_Gill_%28right%29_with_L_Balaji_%28left%29.jpg/500px-Shubek_Gill_%28right%29_with_L_Balaji_%28left%29.jpg
2696,Ashok,Ashok Dinda,25-03-1984,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,13,9,RPS,y,
2699,Manoj,Manoj Tiwary,14-11-1985,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,12,3,KXIP,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Manoj_Tiwary.jpg/500px-Manoj_Tiwary.jpg
2795,Jaydev,Jaydev Unadkat,18-10-1991,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,4,8,10,SRG,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/2_09_Jaydev_Unadkat_1.jpg/500px-2_09_Jaydev_Unadkat_1.jpg
2813,Shreyas,Shreyas Iyer,06-12-1994,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,11,59,51,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/a/ae/Shreyas_Iyer_snapped_at_the_airport_%28Cropped%29.jpg
2858,Nitish,Nitish Rana,27-12-1993,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,5,RR,n,
2873,Parthiv,Parthiv Patel,09-03-1985,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,25,38,2,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Parthiv_Patel.jpg/500px-Parthiv_Patel.jpg
2879,Suryakumar,Suryakumar Yadav,14-09-1990,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,1,37,100,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Suryakumar_Yadav_in_PMO_New_Delhi.jpg/500px-Suryakumar_Yadav_in_PMO_New_Delhi.jpg
2900,Sanju,Sanju Samson,11-11-1994,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,16,53,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sanju_Samson_in_PMO_New_Delhi.jpg/500px-Sanju_Samson_in_PMO_New_Delhi.jpg
2903,Rajat,Rajat Bhatia,22-10-1979,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,2,0,RPS,y,
2912,Karun,Karun Nair,06-12-1991,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,2,0,DC,n,https://upload.wikimedia.org/wikipedia/commons/d/d8/Karun_nair_With_Rashid_Zirak.jpg
2915,Deepak,Deepak Hooda,19-04-1995,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,10,21,CSK,n,
2927,Rahul,Rahul Tewatia,20-05-1993,m,left-hand-bat,legbreak,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,GT,n,
2981,Wriddhiman,Wriddhiman Saha,24-10-1984,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,9,0,GT,y,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Wriddhiman_Saha.jpg/500px-Wriddhiman_Saha.jpg
3092,Jitesh,Jitesh Sharma,22-10-1993,m,right-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,16,RCB,n,
3122,Ishan,Ishan Kishan,18-07-1998,m,left-hand-bat,does not bowl,Wicketkeeper,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,27,32,SRH,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Ishan_Kishan.jpg/500px-Ishan_Kishan.jpg
3140,RP,RP Singh,06-12-1985,m,right-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,14,58,10,RPS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/R._P._Singh.jpg/500px-R._P._Singh.jpg
3152,Avesh,Avesh Khan,13-12-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,8,19,LSG,n,
3158,Navdeep,Navdeep Saini,23-11-1992,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,8,11,RR,n,
3167,Shashank,Shashank Singh,21-11-1991,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,PBKS,n,
3215,Rinku,Rinku Singh,12-10-1997,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,2,36,KKR,n,
3296,Rahul,Rahul Chahar,04-08-1999,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,6,SRH,n,
3305,Rahul,Rahul Tripathi,02-03-1991,m,right-hand-bat,right-arm-fast,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,5,CSK,n,
3362,Shubman,Shubman Gill,08-09-1999,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,40,61,36,GT,n,https://upload.wikimedia.org/wikipedia/commons/3/34/Shubman_Gill_2023_%28cropped%29.jpg
3374,Prasidh,Prasidh Krishna,19-02-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,23,5,GT,n,
4856,Ruturaj,Ruturaj Gaikwad,31-01-1997,m,right-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,6,19,CSK,n,https://upload.wikimedia.org/wikipedia/commons/2/27/Ruturaj_Gaikwad.jpeg
4877,Varun,Varun Chakaravarthy,29-08-1991,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,4,34,KKR,n,
4880,Arshdeep,Arshdeep Singh,05-02-1999,m,left-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,15,73,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Prime_Minister_Of_Bharat_Shri_Narendra_Damodardas_Modi_with_Arshdeep_Singh_Family_%28Cropped%29.jpg/500px-Prime_Minister_Of_Bharat_Shri_Narendra_Damodardas_Modi_with_Arshdeep_Singh_Family_%28Cropped%29.jpg
4922,Riyan,Riyan Parag,10-11-2001,m,right-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RR,n,
4931,Devdutt,Devdutt Padikkal,07-07-2000,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,0,2,RCB,n,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Devdutt_Paddikal_%28cropped%29.jpg/500px-Devdutt_Paddikal_%28cropped%29.jpg
4940,Shivam,Shivam Dube,26-06-1993,m,left-hand-bat,right-arm-fast,Batting Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,4,51,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Shivam_Dube_in_PMO_New_Delhi.jpg/500px-Shivam_Dube_in_PMO_New_Delhi.jpg
6697,Tushar,Tushar Deshpande,15-05-1995,m,left-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,2,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Tushar_Deshpande.jpg/500px-Tushar_Deshpande.jpg
8370,Tilak,Tilak Varma,08-11-2002,m,left-hand-bat,right-arm-offbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,5,40,MI,n,
8373,Nehal,Nehal Wadhera,04-09-2000,m,left-hand-bat,legbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,PBKS,n,
9459,Ravi,Ravi Bishnoi,05-09-2000,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,21,LSG,n,
26027,Rajat,Rajat Patidar,01-06-1993,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,1,0,RCB,n,
28955,B Sai,B Sai Sudharsan,15-10-2001,m,left-hand-bat,legbreak,Top Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,6,3,0,GT,n,
36515,Ayush,Ayush Badoni,03-12-1999,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,LSG,n,
36521,Mayank,Mayank Yadav,17-06-2002,m,right-hand-bat,right-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,3,LSG,n,
36524,Yash,Yash Dayal,13-12-1997,m,left-hand-bat,left-arm-fast,Medium Pacer,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RCB,n,
44513,Suyash,Suyash Sharma,15-05-2003,m,right-hand-bat,legbreak,Spinner,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,0,0,0,RCB,n,https://upload.wikimedia.org/wikipedia/commons/a/ae/Suyash_Sharma.png
49634,Harshit,Harshit Rana,22-12-2001,m,right-hand-bat,right-arm-fast,Bowling Allrounder,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png,2,15,6,KKR,n,
203,Mark,Mark Chapman,27-06-1994,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,32,101,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Mark_David_Chapman%2C_NYPD_mugshot.jpg/500px-Mark_David_Chapman%2C_NYPD_mugshot.jpg
